iteration,energy
0,1.6565735472614174
1,1.6563262818700948
2,1.6562491794853003
3,1.655868354017062
4,1.6557975274077739
5,1.6555185039836455
6,1.6553756852639034
7,1.6550426029615906
8,1.654914173698546
9,1.6547565620793958
10,1.6546600944444667
11,1.6543702564120453
12,1.6541904106168148
13,1.6540139716711448
14,1.653778361127842
15,1.6536127051055425
16,1.6534336437822508
17,1.653302390420228
18,1.6531162688494911
19,1.652924118051571
20,1.6525117792248964
21,1.652428518169894
22,1.6522333863786087
23,1.6518630504208598
24,1.6516688599959004
25,1.6514787039980519
26,1.6512164662358142
27,1.651046303065651
28,1.65096292490535
29,1.65078648595968
30,1.6507144041952904
31,1.6505722433524517
32,1.6505130717548184
33,1.650166716187309
34,1.6500736554019408
35,1.6499902772416395
36,1.6497207775106013
37,1.6496236822981214
38,1.6495572487316879
39,1.6493636858842788
40,1.649268002721288
41,1.6490032952909035
42,1.6485414966554286
43,1.6481876365194918
44,1.6480066496741692
45,1.647935823064881
46,1.6477406912735952
47,1.6472744928449843
48,1.6467888884144501
49,1.6466488041397502
50,1.6461891484108635
51,1.6459240510095834
52,1.6455614904931768
53,1.6454638818081553
54,1.6454087446376335
55,1.6452339194628085
56,1.6450793581150656
57,1.644888260750891
58,1.6446004960680216
59,1.6442735281314236
60,1.644177060496495
61,1.6440816373267455
62,1.6439120609823439
63,1.643741447795693
64,1.6435473714757425
65,1.6433991735198523
66,1.6433027058849232
67,1.6432096450995548
68,1.6427862839570302
69,1.642505422627218
70,1.64232957050731
71,1.642047772401819
72,1.6419547116164506
73,1.6418576164039707
74,1.641780514019176
75,1.6416161783548404
76,1.6414408397074738
77,1.6412547181367367
78,1.6411713399764354
79,1.6410034181546675
80,1.6409103573692991
81,1.6405517303063901
82,1.6404586695210215
83,1.640297561398375
84,1.6402045006130066
85,1.640009283242964
86,1.6399306119142927
87,1.6397370490668834
88,1.6395747306161035
89,1.6393795132460611
90,1.6390220874550687
91,1.6389277558124846
92,1.6387444673061191
93,1.6386662238712324
94,1.6383905624696966
95,1.6382107166744664
96,1.637766451325395
97,1.6376733905400263
98,1.6374969515943565
99,1.6373164782215754
100,1.637244396457186
101,1.637125631845067
102,1.636930927947566
103,1.636770067805635
104,1.6366866896453338
105,1.6365098741531336
106,1.636328072515445
107,1.636147599142664
108,1.6360803586908081
109,1.635920057453584
110,1.6357267656055716
111,1.6353735646885714
112,1.6351987395137464
113,1.6351056787283778
114,1.6347444181940403
115,1.6345859995551284
116,1.6343964711348307
117,1.6342132184900395
118,1.6341185439338268
119,1.6340351657735255
120,1.6339517876132241
121,1.6338016745746526
122,1.6333944775600913
123,1.6331073404547722
124,1.6327674868351985
125,1.632591047889529
126,1.6325147299766725
127,1.6324182623417434
128,1.6320749821393188
129,1.6316386657884234
130,1.6314506614850346
131,1.631278405265999
132,1.63100901963997
133,1.6308548148703805
134,1.630785557204969
135,1.6306924964196003
136,1.630506105887056
137,1.6304130451016874
138,1.6301615638260614
139,1.6298024165174303
140,1.629719038357129
141,1.629628181915627
142,1.6294623047454022
143,1.629378546509997
144,1.629281451297517
145,1.6289248672324868
146,1.6287633825633099
147,1.6286703217779415
148,1.628577260992573
149,1.6284938828322717
150,1.6280240310057765
151,1.6278348056799843
152,1.6276583667343147
153,1.6274902653748333
154,1.6273972045894647
155,1.626940593024875
156,1.626633426490004
157,1.626536958855075
158,1.626440491220146
159,1.6262469283727368
160,1.626060806802
161,1.6257587309968533
162,1.6256914905449975
163,1.6255213273748341
164,1.6251467308175456
165,1.625053670032177
166,1.6245840627164159
167,1.6241467395987481
168,1.624050271963819
169,1.6239538043288897
170,1.6237631348585002
171,1.6233998935338354
172,1.6230633936364738
173,1.6229703328511054
174,1.6227761424261458
175,1.622700519768491
176,1.6223659465570237
177,1.622199190236421
178,1.6220182033910986
179,1.6217660557315887
180,1.6213480063603871
181,1.621161537700128
182,1.6210635011213221
183,1.6207249474838175
184,1.6205577802220237
185,1.6202981648374084
186,1.620228907171997
187,1.620133224009006
188,1.6196929705625567
189,1.6195230835113636
190,1.619425046932558
191,1.6193613411297374
